     TIME    NODE_NO_1      NODE_NO_1      NODE_NO_2      NODE_NO_2      NODE_NO_3      NODE_NO_3      NODE_NO_4      NODE_NO_4         TIME    NODE_NO_5      NODE_NO_5      NODE_NO_6      NODE_NO_6      NODE_NO_7      NODE_NO_7      NODE_NO_8      NODE_NO_8         TIME    NODE_NO_9      NODE_NO_9      NODE_NO_51     NODE_NO_51     NODE_NO_52     NODE_NO_52     NODE_NO_53     NODE_NO_53        TIME    NODE_NO_21     NODE_NO_21     NODE_NO_22     NODE_NO_22     NODE_NO_23     NODE_NO_23     NODE_NO_24     NODE_NO_24        TIME    NODE_NO_25     NODE_NO_25     NODE_NO_54     NODE_NO_54     NODE_NO_55     NODE_NO_55     ELEMENT_ST     ELEMENT_ST        TIME
              DISCHARGE     ENERGY_ELEV.    DISCHARGE     ENERGY_ELEV.    DISCHARGE     ENERGY_ELEV.    DISCHARGE     ENERGY_ELEV.               DISCHARGE     ENERGY_ELEV.    DISCHARGE     ENERGY_ELEV.    DISCHARGE     ENERGY_ELEV.    DISCHARGE     ENERGY_ELEV.               DISCHARGE     ENERGY_ELEV.    DISCHARGE     ENERGY_ELEV.    DISCHARGE     ENERGY_ELEV.    DISCHARGE     ENERGY_ELEV.               DISCHARGE     ENERGY_ELEV.    DISCHARGE     ENERGY_ELEV.    DISCHARGE     ENERGY_ELEV.    DISCHARGE     ENERGY_ELEV.               DISCHARGE     ENERGY_ELEV.    DISCHARGE     ENERGY_ELEV.    DISCHARGE     ENERGY_ELEV.    DISCHARGE      W.S._ELEV. 
    (SEC.)      (CFS)          (FEET)         (CFS)          (FEET)         (CFS)          (FEET)         (CFS)          (FEET)        (SEC.)      (CFS)          (FEET)         (CFS)          (FEET)         (CFS)          (FEET)         (CFS)          (FEET)        (SEC.)      (CFS)          (FEET)         (CFS)          (FEET)         (CFS)          (FEET)         (CFS)          (FEET)        (SEC.)      (CFS)          (FEET)         (CFS)          (FEET)         (CFS)          (FEET)         (CFS)          (FEET)        (SEC.)      (CFS)          (FEET)         (CFS)          (FEET)         (CFS)          (FEET)         (CFS)          (FEET)        (SEC.)
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
   435.35         435.4        -8137.5         3297.2        -8101.8         3302.7           -4.6         3302.7           -3.5      435.35        3302.7            -.8         3302.7            -.3         3302.7            -.1         3302.7            -.1      435.35        3302.7            -.1         3302.7             .0         3302.7             .0         3302.7             .0      435.35        3302.7           -3.1         3302.7           -2.3         3302.7            -.3         3302.7            -.1      435.35        3302.7            -.1         3302.7             .0         3302.7             .0         3302.7        -8077.3      435.35
   435.85         435.9        -8139.6         3297.2        -8102.7         3302.3           -4.6         3302.3           -3.4      435.85        3302.3            -.8         3302.3            -.3         3302.3            -.1         3302.3            -.1      435.85        3302.3            -.1         3302.3             .0         3302.3             .0         3302.3             .0      435.85        3302.3           -3.0         3302.3           -2.3         3302.3            -.3         3302.3            -.1      435.85        3302.3            -.1         3302.3             .0         3302.3             .0         3302.3        -8078.3      435.85
   436.35         436.4        -8141.2         3297.2        -8103.2         3301.8           -4.6         3301.8           -3.4      436.35        3301.8            -.8         3301.8            -.3         3301.8            -.1         3301.8            -.1      436.35        3301.8            -.1         3301.8             .0         3301.8             .0         3301.8             .0      436.35        3301.8           -3.0         3301.8           -2.3         3301.8            -.3         3301.8            -.1      436.35        3301.8            -.1         3301.8             .0         3301.8             .0         3301.8        -8078.8      436.35
   436.85         436.9        -8142.3         3297.2        -8103.3         3301.4           -4.5         3301.4           -3.4      436.85        3301.4            -.8         3301.4            -.3         3301.4            -.1         3301.4            -.1      436.85        3301.4            -.1         3301.4             .0         3301.4             .0         3301.4             .0      436.85        3301.4           -3.0         3301.4           -2.2         3301.4            -.3         3301.4            -.1      436.85        3301.4            -.1         3301.4             .0         3301.4             .0         3301.4        -8079.0      436.85
   437.35         437.4        -8142.7         3297.2        -8103.0         3300.9           -4.5         3300.9           -3.4      437.35        3300.9            -.8         3300.9            -.3         3300.9            -.1         3300.9            -.1      437.35        3300.9            -.1         3300.9             .0         3300.9             .0         3300.9             .0      437.35        3300.9           -3.0         3300.9           -2.2         3300.9            -.3         3300.9            -.1      437.35        3300.9            -.1         3300.9             .0         3300.9             .0         3300.9        -8078.9      437.35
   437.85         437.9        -8142.6         3297.2        -8102.5         3300.5           -4.5         3300.5           -3.4      437.85        3300.5            -.8         3300.5            -.3         3300.5            -.1         3300.5            -.1      437.85        3300.5            -.1         3300.5             .0         3300.5             .0         3300.5             .0      437.85        3300.5           -3.0         3300.5           -2.2         3300.5            -.3         3300.5            -.1      437.85        3300.5            -.1         3300.5             .0         3300.5             .0         3300.5        -8078.4      437.85
   438.35         438.4        -8141.8         3297.2        -8101.7         3300.0           -4.5         3300.0           -3.4      438.35        3300.0            -.8         3300.0            -.3         3300.0            -.1         3300.0            -.1      438.35        3300.0            -.1         3300.0             .0         3300.0             .0         3300.0             .0      438.35        3300.0           -3.0         3300.0           -2.2         3300.0            -.3         3300.0            -.1      438.35        3300.0            -.1         3300.0             .0         3300.0             .0         3300.0        -8077.7      438.35
   438.85         438.9        -8140.4         3297.2        -8100.6         3299.6           -4.5         3299.6           -3.4      438.85        3299.6            -.8         3299.6            -.3         3299.6            -.1         3299.6            -.1      438.85        3299.6            -.1         3299.6             .0         3299.6             .0         3299.6             .0      438.85        3299.6           -3.0         3299.6           -2.2         3299.6            -.3         3299.6            -.1      438.85        3299.6            -.1         3299.6             .0         3299.6             .0         3299.6        -8076.6      438.85
   439.35         439.4        -8138.4         3297.2        -8099.2         3299.1           -4.4         3299.1           -3.3      439.35        3299.1            -.8         3299.1            -.3         3299.1            -.1         3299.1            -.1      439.35        3299.1            -.1         3299.1             .0         3299.1             .0         3299.1             .0      439.35        3299.1           -2.9         3299.1           -2.2         3299.1            -.3         3299.1            -.1      439.35        3299.1            -.1         3299.1             .0         3299.1             .0         3299.1        -8075.3      439.35
   439.85         439.9        -8135.7         3297.2        -8097.5         3298.7           -4.4         3298.7           -3.3      439.85        3298.7            -.7         3298.7            -.3         3298.7            -.1         3298.7            -.1      439.85        3298.7            -.1         3298.7             .0         3298.7             .0         3298.7             .0      439.85        3298.7           -2.9         3298.7           -2.2         3298.7            -.3         3298.7            -.1      439.85        3298.7            -.1         3298.7             .0         3298.7             .0         3298.7        -8073.7      439.85
   440.35         440.4        -8132.6         3297.2        -8095.5         3298.2           -4.4         3298.2           -3.3      440.35        3298.2            -.7         3298.2            -.3         3298.2            -.1         3298.2            -.1      440.35        3298.2            -.1         3298.2             .0         3298.2             .0         3298.2             .0      440.35        3298.2           -2.9         3298.2           -2.2         3298.2            -.3         3298.2            -.1      440.35        3298.2            -.1         3298.2             .0         3298.2             .0         3298.2        -8071.8      440.35
   440.85         440.9        -8128.9         3297.2        -8093.2         3297.8           -4.4         3297.8           -3.3      440.85        3297.8            -.7         3297.8            -.3         3297.8            -.1         3297.8            -.1      440.85        3297.8            -.1         3297.8             .0         3297.8             .0         3297.8             .0      440.85        3297.8           -2.9         3297.8           -2.2         3297.8            -.3         3297.8            -.1      440.85        3297.8            -.1         3297.8             .0         3297.8             .0         3297.8        -8069.5      440.85
   441.35         441.4        -8124.7         3297.2        -8090.4         3297.4           -4.4         3297.4           -3.3      441.35        3297.4            -.7         3297.4            -.3         3297.4            -.1         3297.4            -.1      441.35        3297.4            -.1         3297.4             .0         3297.4             .0         3297.4             .0      441.35        3297.4           -2.9         3297.4           -2.2         3297.4            -.3         3297.4            -.1      441.35        3297.4            -.1         3297.4             .0         3297.4             .0         3297.4        -8066.9      441.35
   441.85         441.9        -8120.1         3297.2        -8087.2         3296.9           -4.3         3296.9           -3.3      441.85        3296.9            -.7         3296.9            -.3         3296.9            -.1         3296.9            -.1      441.85        3296.9            -.1         3296.9             .0         3296.9             .0         3296.9             .0      441.85        3296.9           -2.9         3296.9           -2.2         3296.9            -.3         3296.9            -.1      441.85        3296.9            -.1         3296.9             .0         3296.9             .0         3296.9        -8063.8      441.85
   442.35         442.4        -8115.1         3297.2        -8083.6         3296.5           -4.3         3296.5           -3.2      442.35        3296.5            -.7         3296.5            -.3         3296.5            -.1         3296.5            -.1      442.35        3296.5            -.1         3296.5             .0         3296.5             .0         3296.5             .0      442.35        3296.5           -2.9         3296.5           -2.1         3296.5            -.3         3296.5            -.1      442.35        3296.5            -.1         3296.5             .0         3296.5             .0         3296.5        -8060.3      442.35
   442.85         442.9        -8109.7         3297.2        -8079.5         3296.1           -4.3         3296.1           -3.2      442.85        3296.1            -.7         3296.1            -.3         3296.1            -.1         3296.1            -.1      442.85        3296.1            -.1         3296.1             .0         3296.1             .0         3296.1             .0      442.85        3296.1           -2.8         3296.1           -2.1         3296.1            -.3         3296.1            -.1      442.85        3296.1            -.1         3296.1             .0         3296.1             .0         3296.1        -8056.3      442.85
   443.35         443.4        -8104.0         3297.2        -8074.9         3295.6           -4.3         3295.6           -3.2      443.35        3295.6            -.7         3295.6            -.3         3295.6            -.1         3295.6            -.1      443.35        3295.6            -.1         3295.6             .0         3295.6             .0         3295.6             .0      443.35        3295.6           -2.8         3295.6           -2.1         3295.6            -.3         3295.6            -.1      443.35        3295.6            -.1         3295.6             .0         3295.6             .0         3295.6        -8051.8      443.35
   443.85         443.9        -8098.0         3297.2        -8069.7         3295.2           -4.2         3295.2           -3.2      443.85        3295.2            -.7         3295.2            -.3         3295.2            -.1         3295.2            -.1      443.85        3295.2            -.1         3295.2             .0         3295.2             .0         3295.2             .0      443.85        3295.2           -2.8         3295.2           -2.1         3295.2            -.3         3295.2            -.1      443.85        3295.2            -.1         3295.2             .0         3295.2             .0         3295.2        -8046.7      443.85
   444.35         444.4        -8091.7         3297.2        -8064.0         3294.8           -4.2         3294.8           -3.1      444.35        3294.8            -.7         3294.8            -.3         3294.8            -.1         3294.8            -.1      444.35        3294.8            -.1         3294.8             .0         3294.8             .0         3294.8             .0      444.35        3294.8           -2.8         3294.8           -2.1         3294.8            -.3         3294.8            -.1      444.35        3294.8            -.1         3294.8             .0         3294.8             .0         3294.8        -8041.1      444.35
   444.85         444.9        -8085.1         3297.2        -8057.7         3294.4           -4.1         3294.4           -3.1      444.85        3294.4            -.7         3294.4            -.3         3294.4            -.1         3294.4            -.1      444.85        3294.4            -.1         3294.4             .0         3294.4             .0         3294.4             .0      444.85        3294.4           -2.7         3294.4           -2.1         3294.4            -.3         3294.4            -.1      444.85        3294.4            -.1         3294.4             .0         3294.4             .0         3294.4        -8035.0      444.85
   445.35         445.4        -8078.3         3297.2        -8050.8         3294.0           -4.1         3294.0           -3.1      445.35        3294.0            -.7         3294.0            -.3         3294.0            -.1         3294.0            -.1      445.35        3294.0            -.1         3294.0             .0         3294.0             .0         3294.0             .0      445.35        3294.0           -2.7         3294.0           -2.0         3294.0            -.3         3294.0            -.1      445.35        3294.0            -.1         3294.0             .0         3294.0             .0         3294.0        -8028.3      445.35
   445.85         445.9        -8071.2         3297.2        -8043.5         3293.6           -4.1         3293.6           -3.1      445.85        3293.6            -.7         3293.6            -.3         3293.6            -.1         3293.6            -.1      445.85        3293.6            -.1         3293.6             .0         3293.6             .0         3293.6             .0      445.85        3293.6           -2.7         3293.6           -2.0         3293.6            -.3         3293.6            -.1      445.85        3293.6            -.1         3293.6             .0         3293.6             .0         3293.6        -8021.0      445.85
   446.35         446.4        -8063.9         3297.2        -8035.5         3293.2           -4.0         3293.2           -3.0      446.35        3293.1            -.7         3293.1            -.3         3293.1            -.1         3293.1            -.1      446.35        3293.1            -.1         3293.1             .0         3293.1             .0         3293.1             .0      446.35        3293.1           -2.7         3293.2           -2.0         3293.1            -.3         3293.1            -.1      446.35        3293.1            -.1         3293.1             .0         3293.1             .0         3293.1        -8013.2      446.35
   446.85         446.9        -8056.2         3297.2        -8027.1         3292.8           -4.0         3292.7           -3.0      446.85        3292.7            -.7         3292.7            -.3         3292.7            -.1         3292.7            -.1      446.85        3292.7            -.1         3292.7             .0         3292.7             .0         3292.7             .0      446.85        3292.7           -2.7         3292.7           -2.0         3292.7            -.3         3292.7            -.1      446.85        3292.7            -.1         3292.7             .0         3292.7             .0         3292.7        -8005.0      446.85
   447.35         447.4        -8048.1         3297.2        -8018.3         3292.4           -4.0         3292.4           -3.0      447.35        3292.3            -.7         3292.3            -.3         3292.3            -.1         3292.3            -.1      447.35        3292.3            -.1         3292.3             .0         3292.3             .0         3292.3             .0      447.35        3292.3           -2.6         3292.4           -2.0         3292.3            -.3         3292.3            -.1      447.35        3292.3            -.1         3292.3             .0         3292.3             .0         3292.3        -7996.2      447.35
   447.85         447.9        -8039.7         3297.2        -8009.0         3292.0           -3.9         3292.0           -3.0      447.85        3292.0            -.7         3292.0            -.3         3292.0            -.1         3292.0            -.1      447.85        3292.0            -.1         3292.0             .0         3292.0             .0         3292.0             .0      447.85        3292.0           -2.6         3292.0           -2.0         3292.0            -.3         3292.0            -.1      447.85        3292.0            -.1         3292.0             .0         3292.0             .0         3292.0        -7987.1      447.85
   448.35         448.4        -8030.9         3297.2        -7999.4         3291.6           -3.9         3291.6           -2.9      448.35        3291.6            -.7         3291.6            -.3         3291.6            -.1         3291.6            -.1      448.35        3291.6            -.1         3291.6             .0         3291.6             .0         3291.6             .0      448.35        3291.6           -2.6         3291.6           -1.9         3291.6            -.3         3291.6            -.1      448.35        3291.6            -.1         3291.6             .0         3291.6             .0         3291.6        -7977.6      448.35
   448.85         448.9        -8021.7         3297.2        -7989.4         3291.2           -3.9         3291.2           -2.9      448.85        3291.2            -.7         3291.2            -.3         3291.2            -.1         3291.2            -.1      448.85        3291.2            -.1         3291.2             .0         3291.2             .0         3291.2             .0      448.85        3291.2           -2.6         3291.2           -1.9         3291.2            -.3         3291.2            -.1      448.85        3291.2            -.1         3291.2             .0         3291.2             .0         3291.2        -7967.7      448.85
   449.35         449.4        -8012.0         3297.2        -7979.1         3290.8           -3.9         3290.8           -2.9      449.35        3290.8            -.7         3290.8            -.3         3290.8            -.1         3290.8            -.1      449.35        3290.8            -.1         3290.8             .0         3290.8             .0         3290.8             .0      449.35        3290.8           -2.6         3290.8           -1.9         3290.8            -.3         3290.8            -.1      449.35        3290.8            -.1         3290.8             .0         3290.8             .0         3290.8        -7957.5      449.35
   449.85         449.9        -8001.8         3297.2        -7968.5         3290.4           -3.8         3290.4           -2.9      449.85        3290.4            -.6         3290.4            -.3         3290.4            -.1         3290.4            -.1      449.85        3290.4            -.1         3290.4             .0         3290.4             .0         3290.4             .0      449.85        3290.4           -2.5         3290.4           -1.9         3290.4            -.3         3290.4            -.1      449.85        3290.4            -.1         3290.4             .0         3290.4             .0         3290.4        -7947.0      449.85
   450.35         450.4        -7991.1         3297.2        -7957.7         3290.0           -3.8         3290.0           -2.9      450.35        3290.0            -.6         3290.0            -.3         3290.0            -.1         3290.0            -.1      450.35        3290.0            -.1         3290.0             .0         3290.0             .0         3290.0             .0      450.35        3290.0           -2.5         3290.0           -1.9         3290.0            -.3         3290.0            -.1      450.35        3290.0            -.1         3290.0             .0         3290.0             .0         3290.0        -7936.3      450.35
   450.85         450.9        -7980.0         3297.2        -7946.6         3289.6           -3.8         3289.6           -2.9      450.85        3289.6            -.6         3289.6            -.3         3289.6            -.1         3289.6            -.1      450.85        3289.6            -.1         3289.6             .0         3289.6             .0         3289.6             .0      450.85        3289.6           -2.5         3289.6           -1.9         3289.6            -.3         3289.6            -.1      450.85        3289.6            -.1         3289.6             .0         3289.6             .0         3289.6        -7925.3      450.85
   451.35         451.4        -7968.3         3297.2        -7935.3         3289.3           -3.8         3289.3           -2.8      451.35        3289.3            -.6         3289.3            -.3         3289.3            -.1         3289.3            -.1      451.35        3289.3            -.1         3289.3             .0         3289.3             .0         3289.3             .0      451.35        3289.3           -2.5         3289.3           -1.9         3289.3            -.3         3289.3            -.1      451.35        3289.3            -.1         3289.3             .0         3289.3             .0         3289.3        -7914.0      451.35
   451.85         451.9        -7956.1         3297.2        -7923.7         3288.9           -3.8         3288.9           -2.8      451.85        3288.9            -.6         3288.9            -.3         3288.9            -.1         3288.9            -.1      451.85        3288.9            -.1         3288.9             .0         3288.9             .0         3288.9             .0      451.85        3288.9           -2.5         3288.9           -1.9         3288.9            -.3         3288.9            -.1      451.85        3288.9            -.1         3288.9             .0         3288.9             .0         3288.9        -7902.5      451.85
   452.35         452.4        -7943.5         3297.2        -7911.8         3288.5           -3.7         3288.5           -2.8      452.35        3288.5            -.6         3288.5            -.3         3288.5            -.1         3288.5            -.1      452.35        3288.5            -.1         3288.5             .0         3288.5             .0         3288.5             .0      452.35        3288.5           -2.5         3288.5           -1.9         3288.5            -.3         3288.5            -.1      452.35        3288.5            -.1         3288.5             .0         3288.5             .0         3288.5        -7890.7      452.35
   452.85         452.9        -7930.4         3297.2        -7899.7         3288.1           -3.7         3288.1           -2.8      452.85        3288.1            -.6         3288.1            -.3         3288.1            -.1         3288.1            -.1      452.85        3288.1            -.1         3288.1             .0         3288.1             .0         3288.1             .0      452.85        3288.1           -2.5         3288.1           -1.8         3288.1            -.3         3288.1            -.1      452.85        3288.1            -.1         3288.1             .0         3288.1             .0         3288.1        -7878.7      452.85
   453.35         453.4        -7917.0         3297.2        -7887.2         3287.8           -3.7         3287.8           -2.8      453.35        3287.8            -.6         3287.8            -.3         3287.8            -.1         3287.8            -.1      453.35        3287.8            -.1         3287.8             .0         3287.8             .0         3287.8             .0      453.35        3287.8           -2.5         3287.8           -1.8         3287.8            -.3         3287.8            -.1      453.35        3287.8            -.1         3287.8             .0         3287.8             .0         3287.8        -7866.4      453.35
   453.85         453.9        -7903.1         3297.2        -7874.5         3287.4           -3.7         3287.4           -2.8      453.85        3287.4            -.6         3287.4            -.3         3287.4            -.1         3287.4            -.1      453.85        3287.4            -.1         3287.4             .0         3287.4             .0         3287.4             .0      453.85        3287.4           -2.4         3287.4           -1.8         3287.4            -.2         3287.4            -.1      453.85        3287.4            -.1         3287.4             .0         3287.4             .0         3287.4        -7853.7      453.85
   454.35         454.4        -7888.8         3297.2        -7861.4         3287.0           -3.6         3287.0           -2.7      454.35        3287.0            -.6         3287.0            -.3         3287.0            -.1         3287.0            -.1      454.35        3287.0            -.1         3287.0             .0         3287.0             .0         3287.0             .0      454.35        3287.0           -2.4         3287.0           -1.8         3287.0            -.2         3287.0            -.1      454.35        3287.0            -.1         3287.0             .0         3287.0             .0         3287.0        -7840.7      454.35
   454.85         454.9        -7874.3         3297.2        -7847.9         3286.7           -3.6         3286.7           -2.7      454.85        3286.7            -.6         3286.7            -.3         3286.7            -.1         3286.7            -.1      454.85        3286.7            -.1         3286.7             .0         3286.7             .0         3286.7             .0      454.85        3286.7           -2.4         3286.7           -1.8         3286.7            -.2         3286.7            -.1      454.85        3286.7            -.1         3286.7             .0         3286.7             .0         3286.7        -7827.3      454.85
   455.35         455.4        -7859.4         3297.2        -7834.0         3286.3           -3.6         3286.3           -2.7      455.35        3286.3            -.6         3286.3            -.3         3286.3            -.1         3286.3            -.1      455.35        3286.3            -.1         3286.3             .0         3286.3             .0         3286.3             .0      455.35        3286.3           -2.4         3286.3           -1.8         3286.3            -.2         3286.3            -.1      455.35        3286.3            -.1         3286.3             .0         3286.3             .0         3286.3        -7813.6      455.35
   455.85         455.9        -7844.3         3297.2        -7819.6         3285.9           -3.6         3285.9           -2.7      455.85        3285.9            -.6         3285.9            -.3         3285.9            -.1         3285.9            -.1      455.85        3285.9            -.1         3285.9             .0         3285.9             .0         3285.9             .0      455.85        3285.9           -2.4         3285.9           -1.8         3285.9            -.2         3285.9            -.1      455.85        3285.9            -.1         3285.9             .0         3285.9             .0         3285.9        -7799.4      455.85
   456.35         456.4        -7828.9         3297.2        -7804.9         3285.6           -3.5         3285.6           -2.7      456.35        3285.6            -.6         3285.6            -.3         3285.6            -.1         3285.6            -.1      456.35        3285.6            -.1         3285.6             .0         3285.6             .0         3285.6             .0      456.35        3285.6           -2.3         3285.6           -1.8         3285.6            -.2         3285.6            -.1      456.35        3285.6            -.1         3285.6             .0         3285.6             .0         3285.6        -7784.7      456.35
   456.85         456.9        -7813.3         3297.2        -7789.7         3285.2           -3.5         3285.2           -2.6      456.85        3285.2            -.6         3285.2            -.3         3285.2            -.1         3285.2            -.1      456.85        3285.2            -.1         3285.2             .0         3285.2             .0         3285.2             .0      456.85        3285.2           -2.3         3285.2           -1.7         3285.2            -.2         3285.2            -.1      456.85        3285.2            -.1         3285.2             .0         3285.2             .0         3285.2        -7769.6      456.85
   457.35         457.4        -7797.5         3297.2        -7774.0         3284.9           -3.5         3284.9           -2.6      457.35        3284.9            -.6         3284.9            -.2         3284.9            -.1         3284.9            -.1      457.35        3284.9            -.1         3284.9             .0         3284.9             .0         3284.9             .0      457.35        3284.9           -2.3         3284.9           -1.7         3284.9            -.2         3284.9            -.1      457.35        3284.9            -.1         3284.9             .0         3284.9             .0         3284.9        -7754.1      457.35
   457.85         457.9        -7781.4         3297.2        -7757.9         3284.5           -3.4         3284.5           -2.6      457.85        3284.5            -.6         3284.5            -.2         3284.5            -.1         3284.5            -.1      457.85        3284.5            -.1         3284.5             .0         3284.5             .0         3284.5             .0      457.85        3284.5           -2.3         3284.5           -1.7         3284.5            -.2         3284.5            -.1      457.85        3284.5            -.1         3284.5             .0         3284.5             .0         3284.5        -7738.2      457.85
   458.35         458.4        -7765.1         3297.2        -7741.4         3284.2           -3.4         3284.2           -2.6      458.35        3284.2            -.6         3284.2            -.2         3284.2            -.1         3284.2            -.1      458.35        3284.2            -.1         3284.2             .0         3284.2             .0         3284.2             .0      458.35        3284.2           -2.3         3284.2           -1.7         3284.2            -.2         3284.2            -.1      458.35        3284.2            -.1         3284.2             .0         3284.2             .0         3284.2        -7721.8      458.35
   458.85         458.9        -7748.5         3297.2        -7724.5         3283.9           -3.4         3283.9           -2.5      458.85        3283.9            -.6         3283.9            -.2         3283.9            -.1         3283.9            -.1      458.85        3283.9            -.1         3283.9             .0         3283.9             .0         3283.9             .0      458.85        3283.9           -2.2         3283.9           -1.7         3283.9            -.2         3283.9            -.1      458.85        3283.9            -.1         3283.9             .0         3283.9             .0         3283.9        -7705.0      458.85
   459.35         459.4        -7731.7         3297.2        -7707.2         3283.5           -3.3         3283.5           -2.5      459.35        3283.5            -.6         3283.5            -.2         3283.5            -.1         3283.5            -.1      459.35        3283.5            -.1         3283.5             .0         3283.5             .0         3283.5             .0      459.35        3283.5           -2.2         3283.5           -1.7         3283.5            -.2         3283.5            -.1      459.35        3283.5            -.1         3283.5             .0         3283.5             .0         3283.5        -7687.8      459.35
   459.85         459.9        -7714.6         3297.2        -7689.5         3283.2           -3.3         3283.2           -2.5      459.85        3283.2            -.6         3283.2            -.2         3283.2            -.1         3283.2            -.1      459.85        3283.2            -.1         3283.2             .0         3283.2             .0         3283.2             .0      459.85        3283.2           -2.2         3283.2           -1.6         3283.2            -.2         3283.2            -.1      459.85        3283.2            -.1         3283.2             .0         3283.2             .0         3283.2        -7670.3      459.85
   460.35         460.4        -7697.2         3297.2        -7671.5         3282.9           -3.3         3282.9           -2.5      460.35        3282.9            -.6         3282.9            -.2         3282.9            -.1         3282.9            -.1      460.35        3282.9            -.1         3282.9             .0         3282.9             .0         3282.9             .0      460.35        3282.9           -2.2         3282.9           -1.6         3282.9            -.2         3282.9            -.1      460.35        3282.9            -.1         3282.9             .0         3282.9             .0         3282.9        -7652.4      460.35
   460.85         460.9        -7679.5         3297.2        -7653.2         3282.5           -3.3         3282.5           -2.4      460.85        3282.5            -.5         3282.5            -.2         3282.5            -.1         3282.5            -.1      460.85        3282.5            -.1         3282.5             .0         3282.5             .0         3282.5             .0      460.85        3282.5           -2.2         3282.5           -1.6         3282.5            -.2         3282.5            -.1      460.85        3282.5            -.1         3282.5             .0         3282.5             .0         3282.5        -7634.2      460.85
   461.35         461.4        -7661.4         3297.2        -7634.6         3282.2           -3.2         3282.2           -2.4      461.35        3282.2            -.5         3282.2            -.2         3282.2            -.1         3282.2            -.1      461.35        3282.2            -.1         3282.2             .0         3282.2             .0         3282.2             .0      461.35        3282.2           -2.1         3282.2           -1.6         3282.2            -.2         3282.2            -.1      461.35        3282.2            -.1         3282.2             .0         3282.2             .0         3282.2        -7615.7      461.35
   461.85         461.9        -7642.9         3297.2        -7615.8         3281.9           -3.2         3281.9           -2.4      461.85        3281.9            -.5         3281.9            -.2         3281.9            -.1         3281.9            -.1      461.85        3281.9            -.1         3281.9             .0         3281.9             .0         3281.9             .0      461.85        3281.9           -2.1         3281.9           -1.6         3281.9            -.2         3281.9            -.1      461.85        3281.9            -.1         3281.9             .0         3281.9             .0         3281.9        -7597.0      461.85
   462.35         462.4        -7624.1         3297.2        -7596.7         3281.6           -3.2         3281.6           -2.4      462.35        3281.6            -.5         3281.6            -.2         3281.6            -.1         3281.6            -.1      462.35        3281.6            -.1         3281.6             .0         3281.6             .0         3281.6             .0      462.35        3281.6           -2.1         3281.6           -1.6         3281.6            -.2         3281.6            -.1      462.35        3281.6            -.1         3281.6             .0         3281.6             .0         3281.6        -7578.0      462.35
   462.85         462.9        -7604.9         3297.2        -7577.4         3281.3           -3.2         3281.3           -2.4      462.85        3281.3            -.5         3281.3            -.2         3281.3            -.1         3281.3            -.1      462.85        3281.3            -.1         3281.3             .0         3281.3             .0         3281.3             .0      462.85        3281.3           -2.1         3281.3           -1.6         3281.3            -.2         3281.3            -.1      462.85        3281.3            -.1         3281.3             .0         3281.3             .0         3281.3        -7558.9      462.85
   463.35         463.4        -7585.2         3297.2        -7558.0         3280.9           -3.2         3280.9           -2.4      463.35        3280.9            -.5         3280.9            -.2         3280.9            -.1         3280.9            -.1      463.35        3280.9            -.1         3280.9             .0         3280.9             .0         3280.9             .0      463.35        3280.9           -2.1         3280.9           -1.6         3280.9            -.2         3280.9            -.1      463.35        3280.9            -.1         3280.9             .0         3280.9             .0         3280.9        -7539.5      463.35
   463.85         463.9        -7565.2         3297.2        -7538.2         3280.6           -3.1         3280.6           -2.4      463.85        3280.6            -.5         3280.6            -.2         3280.6            -.1         3280.6            -.1      463.85        3280.6            -.1         3280.6             .0         3280.6             .0         3280.6             .0      463.85        3280.6           -2.1         3280.6           -1.6         3280.6            -.2         3280.6            -.1      463.85        3280.6            -.1         3280.6             .0         3280.6             .0         3280.6        -7519.9      463.85
   464.35         464.4        -7544.8         3297.2        -7518.3         3280.3           -3.1         3280.3           -2.3      464.35        3280.3            -.5         3280.3            -.2         3280.3            -.1         3280.3            -.1      464.35        3280.3            -.1         3280.3             .0         3280.3             .0         3280.3             .0      464.35        3280.3           -2.1         3280.3           -1.5         3280.3            -.2         3280.3            -.1      464.35        3280.3            -.1         3280.3             .0         3280.3             .0         3280.3        -7500.0      464.35
   464.85         464.9        -7524.0         3297.2        -7498.2         3280.0           -3.1         3280.0           -2.3      464.85        3280.0            -.5         3280.0            -.2         3280.0            -.1         3280.0            -.1      464.85        3280.0            -.1         3280.0             .0         3280.0             .0         3280.0             .0      464.85        3280.0           -2.0         3280.0           -1.5         3280.0            -.2         3280.0            -.1      464.85        3280.0            -.1         3280.0             .0         3280.0             .0         3280.0        -7480.0      464.85
   465.35         465.4        -7502.9         3297.2        -7477.8         3279.7           -3.1         3279.7           -2.3      465.35        3279.7            -.5         3279.7            -.2         3279.7            -.1         3279.7            -.1      465.35        3279.7            -.1         3279.7             .0         3279.7             .0         3279.7             .0      465.35        3279.7           -2.0         3279.7           -1.5         3279.7            -.2         3279.7            -.1      465.35        3279.7            -.1         3279.7             .0         3279.7             .0         3279.7        -7459.7      465.35
